text,score,label,aspect,context,sentiment
Very disappointed.,2.1,Negative Sentiment,Those Aspect,Condition lawyer check.,negative
Delivery was as expected.,7.4,Neutral Sentiment,Issue Aspect,Century.,neutral
Great product at a great price!,8.3,Positive Sentiment,Even Aspect,Tend staff particularly.,positive
"It's okay, nothing special.",6.3,Neutral Sentiment,Sell Aspect,Call million.,neutral
Not worth the money.,0.3,Negative Sentiment,Compare Aspect,Cup exactly somebody.,negative
Exceeded expectations!,10,Positive Sentiment,Person Aspect,Wish local.,positive
Highly recommended.,8.4,Positive Sentiment,Remain Aspect,Activity argue water control.,positive
Basic but functional.,7,Neutral Sentiment,Bring Aspect,Strategy draw hour.,neutral
Product meets the description.,6.6,Neutral Sentiment,Cultural Aspect,Most learn your.,neutral
Terrible quality and late delivery.,3.8,Negative Sentiment,Look Aspect,Read guy.,negative
Neither good nor bad.,7.3,Neutral Sentiment,That Aspect,Another above couple.,neutral
Not worth the money.,3.3,Negative Sentiment,Trip Aspect,Produce theory even.,negative
Exceeded expectations!,8.9,Positive Sentiment,Customer Aspect,Get again.,positive
Great product at a great price!,8.2,Positive Sentiment,Site Aspect,Loss look born create.,positive
Terrible quality and late delivery.,2.5,Negative Sentiment,Rest Aspect,Second contain.,negative
"I found that The product quality is poor, not worth the price.",2.8,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
Very disappointed.,3.8,Negative Sentiment,Training Aspect,While give international.,negative
Delivery was as expected.,7.6,Neutral Sentiment,Growth Aspect,Compare alone.,neutral
I'm delighted by how useless your product comparison is,2.6,Negative Sentiment (2-3.9),Feature Feedback,Product Research,negative
Very disappointed.,3.7,Negative Sentiment,Program Aspect,Something pass book.,negative
I want a refund.,3.6,Negative Sentiment,Investment Aspect,Teach night matter.,negative
Exceeded expectations!,9.1,Positive Sentiment,Right Aspect,Feeling glass.,positive
I want a refund.,0.8,Negative Sentiment,Name Aspect,Kind exactly.,negative
I want a refund.,3.1,Negative Sentiment,And Aspect,Black word.,negative
Your delivery is so reliable... at being late reliably,2.7,Negative Sentiment (2-3.9),Delivery Issues,Logistics Problem,negative
Neither good nor bad.,6.3,Neutral Sentiment,Plan Aspect,Such scene.,neutral
I want a refund.,0.4,Negative Sentiment,Learn Aspect,Wife serve.,negative
Basic but functional.,6.9,Neutral Sentiment,Second Aspect,Blood wish be.,neutral
Worst experience ever.,1.2,Negative Sentiment,Total Aspect,Boy side too.,negative
Very satisfied with my purchase.,8.7,Positive Sentiment,Stay Aspect,Use accept.,positive
Absolutely love it!,9.8,Positive Sentiment,Class Aspect,Old role weight.,positive
I want to change my delivery address. Just wow!,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
Fantastic service and great quality.,9.6,Positive Sentiment,Take Aspect,Drop bit.,positive
Highly recommended.,8.8,Positive Sentiment,Could Aspect,Carry as.,positive
Fantastic service and great quality.,8.3,Positive Sentiment,Treatment Aspect,Star spend statement.,positive
Highly recommended.,9.7,Positive Sentiment,Fear Aspect,Improve citizen.,positive
I found that I want to change my delivery address.,4.8,Neutral Sentiment (4-5.9),Order Modification,Support Request,neutral
Neither good nor bad.,7.4,Neutral Sentiment,Onto Aspect,Themselves back image.,neutral
"The chatbot was helpful, though took a while to understand my question. which made the experience great.",6.8,Moderately Positive Sentiment (6-7.9),AI Interaction,Support Experience,neutral
Absolutely love it!,8.2,Positive Sentiment,Food Aspect,Make get break father.,positive
Delivery was as expected.,6.8,Neutral Sentiment,Bill Aspect,Animal treatment fly.,neutral
Very disappointed.,0.1,Negative Sentiment,Those Aspect,Agent push listen.,negative
Very satisfied with my purchase.,9.1,Positive Sentiment,Spend Aspect,Economy effort.,positive
I want a refund.,1,Negative Sentiment,West Aspect,Wind least.,negative
Basic but functional.,6.4,Neutral Sentiment,Bag Aspect,Ask test.,neutral
What's your return policy? Just wow!,5,Neutral Sentiment (4-5.9),Policy Inquiry,Information Request,neutral
Neither good nor bad.,6.7,Neutral Sentiment,Tend Aspect,Quickly director dog.,neutral
Great product at a great price!,8.3,Positive Sentiment,Employee Aspect,Model sense get.,positive
Fantastic service and great quality.,9.8,Positive Sentiment,Then Aspect,Evidence hair year.,positive
Delivery was as expected.,7.2,Neutral Sentiment,Most Aspect,Product nothing.,neutral
"It's okay, nothing special.",6.5,Neutral Sentiment,Feeling Aspect,More themselves.,neutral
Highly recommended.,9.5,Positive Sentiment,Agree Aspect,Create between.,positive
Absolutely love it!,8.3,Positive Sentiment,Course Aspect,Art yeah.,positive
Love the product comparison tool! Helped me make the right choice.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Neither good nor bad.,7.3,Neutral Sentiment,Century Aspect,Try increase movie.,neutral
Fantastic service and great quality.,8.6,Positive Sentiment,Them Aspect,The fall read affect.,positive
Neither good nor bad.,7.3,Neutral Sentiment,Professional Aspect,Certain song.,neutral
Highly recommended.,8.1,Positive Sentiment,Night Aspect,Factor us.,positive
Delivery was as expected.,7.1,Neutral Sentiment,Practice Aspect,Add worker evidence.,neutral
Great product at a great price!,9.4,Positive Sentiment,Position Aspect,Down there.,positive
"Happy with my purchase, good value for money. Not satisfied at all.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Exceeded expectations!,9.1,Positive Sentiment,Because Aspect,When involve enough.,positive
Neither good nor bad.,6.4,Neutral Sentiment,Sign Aspect,Pressure bag.,neutral
Fantastic service and great quality.,8.7,Positive Sentiment,Story Aspect,Community say.,positive
I want a refund.,2.1,Negative Sentiment,Middle Aspect,Some stock.,negative
Exceeded expectations!,8.5,Positive Sentiment,Perform Aspect,Call performance.,positive
Very disappointed.,2.6,Negative Sentiment,Nothing Aspect,Wear look simply perform.,negative
Product meets the description.,7.7,Neutral Sentiment,Seem Aspect,Role need possible.,neutral
Highly recommended.,9.4,Positive Sentiment,Election Aspect,Almost seem.,positive
Worst experience ever.,0.5,Negative Sentiment,Play Aspect,Then budget teach.,negative
Delivery was as expected.,7.3,Neutral Sentiment,Set Aspect,Occur.,neutral
Very satisfied with my purchase.,8.1,Positive Sentiment,Drop Aspect,Close worker color.,positive
Best online shopping experience I've ever had! Not satisfied at all.,9.8,Highly Positive Sentiment (8-10),Overall Experience,General Feedback,positive
The app is so broken it doesn’t even open properly.,1.5,Highly Negative Sentiment (1-1.9),Stability,Technical,negative
Very disappointed.,0.8,Negative Sentiment,Try Aspect,Know always.,negative
Terrible quality and late delivery.,0.6,Negative Sentiment,Clearly Aspect,Campaign final.,negative
Very disappointed.,1.6,Negative Sentiment,Others Aspect,Side television.,negative
Delivery was as expected.,6.4,Neutral Sentiment,Everybody Aspect,Sea here.,neutral
Fantastic service and great quality.,9.2,Positive Sentiment,Trouble Aspect,Whose tax.,positive
I want a refund.,3,Negative Sentiment,About Aspect,Line court.,negative
Not worth the money.,3.9,Negative Sentiment,Bag Aspect,Conference every agreement.,negative
Delivery was as expected.,6.2,Neutral Sentiment,Everything Aspect,Strong movement.,neutral
Great product at a great price!,9.6,Positive Sentiment,Write Aspect,Cup score own.,positive
Service was average.,6.6,Neutral Sentiment,Whatever Aspect,Foot something call.,neutral
I want a refund.,2.4,Negative Sentiment,Medical Aspect,Suffer purpose.,negative
Exceeded expectations!,9.7,Positive Sentiment,Raise Aspect,Either indicate social well.,positive
Basic but functional.,6.7,Neutral Sentiment,Want Aspect,General high moment government.,neutral
Fantastic service and great quality.,10,Positive Sentiment,Respond Aspect,Card property growth.,positive
Very satisfied with my purchase.,9.1,Positive Sentiment,Movement Aspect,Security long hold.,positive
Not worth the money.,1.6,Negative Sentiment,Also Aspect,Time do hour.,negative
Neither good nor bad.,7.8,Neutral Sentiment,Choice Aspect,Whatever upon year.,neutral
Fantastic service and great quality.,9.7,Positive Sentiment,Quite Aspect,Film member.,positive
Not worth the money.,1.5,Negative Sentiment,By Aspect,Director it.,negative
I want a refund.,0.1,Negative Sentiment,Industry Aspect,Food miss.,negative
Highly recommended.,8.7,Positive Sentiment,Hospital Aspect,Shoulder growth.,positive
Absolutely love it!,8,Positive Sentiment,His Aspect,Three unit.,positive
Not worth the money.,1.8,Negative Sentiment,Test Aspect,Matter set.,negative
I want a refund.,0.1,Negative Sentiment,They Aspect,Stock its life.,negative
Worst experience ever.,1.2,Negative Sentiment,Worker Aspect,Economic tonight.,negative
Product meets the description.,7.6,Neutral Sentiment,Will Aspect,Record grow.,neutral
Neither good nor bad.,6.7,Neutral Sentiment,Artist Aspect,Two series effort agreement.,neutral
Very satisfied with my purchase.,9.2,Positive Sentiment,Realize Aspect,Choice individual.,positive
Neither good nor bad.,6.6,Neutral Sentiment,Firm Aspect,Allow indicate.,neutral
Very satisfied with my purchase.,9.9,Positive Sentiment,Current Aspect,National however information realize.,positive
Very satisfied with my purchase.,9,Positive Sentiment,Look Aspect,Do thought speech.,positive
Worst experience ever.,0.8,Negative Sentiment,Strategy Aspect,Exactly entire body.,negative
Delivery was as expected.,7.7,Neutral Sentiment,Hit Aspect,Develop first paper keep.,neutral
The product quality is so impressive... if impressive means terrible,2.4,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
I want a refund.,1.2,Negative Sentiment,Defense Aspect,History out.,negative
Absolutely love it!,9.5,Positive Sentiment,Hear Aspect,Beyond imagine.,positive
"In my opinion, Do you have any discounts available?",5.3,Neutral Sentiment (4-5.9),Discount Inquiry,Price Information,neutral
Fantastic service and great quality.,8.1,Positive Sentiment,Machine Aspect,Could agency people.,positive
Very satisfied with my purchase.,9.8,Positive Sentiment,Door Aspect,Treatment street economic.,positive
I need to track my order. Not satisfied at all.,5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
Very satisfied with my purchase.,9.2,Positive Sentiment,Fear Aspect,Reason audience.,positive
Fantastic service and great quality.,9.8,Positive Sentiment,Gas Aspect,Anyone example world.,positive
Great product at a great price!,8.3,Positive Sentiment,President Aspect,Theory religious difficult rate.,positive
Product meets the description.,6.3,Neutral Sentiment,Year Aspect,Develop five somebody.,neutral
Not worth the money.,3.4,Negative Sentiment,Carry Aspect,Officer partner training.,negative
I'm amazed by how consistently your AI gets everything wrong,3.2,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
Not worth the money.,0.6,Negative Sentiment,Drop Aspect,Cup become cut provide.,negative
Highly recommended.,8.3,Positive Sentiment,Middle Aspect,Increase inside.,positive
Absolutely love it!,9.2,Positive Sentiment,Thus Aspect,Resource safe.,positive
Fantastic service and great quality.,9,Positive Sentiment,Song Aspect,Site control safe.,positive
Very satisfied with my purchase.,8,Positive Sentiment,Kitchen Aspect,Country.,positive
Highly recommended.,9.7,Positive Sentiment,Item Aspect,Movement space part.,positive
Service was average.,7.5,Neutral Sentiment,Your Aspect,Your win.,neutral
Completely useless.,3.2,Negative Sentiment,Prevent Aspect,Get sometimes.,negative
Absolutely love it!,8.3,Positive Sentiment,Camera Aspect,More walk.,positive
Terrible quality and late delivery.,0.1,Negative Sentiment,House Aspect,Win assume.,negative
Neither good nor bad.,6.2,Neutral Sentiment,Deal Aspect,Recognize though.,neutral
Completely useless.,1.4,Negative Sentiment,Fear Aspect,Lay never away.,negative
Very satisfied with my purchase.,9.1,Positive Sentiment,Game Aspect,Traditional situation.,positive
Fantastic service and great quality.,8.8,Positive Sentiment,With Aspect,Per girl growth.,positive
Worst experience ever.,2.2,Negative Sentiment,Indeed Aspect,Light improve.,negative
Delivery was as expected.,7.7,Neutral Sentiment,Special Aspect,Agree picture year.,neutral
Service was average.,7.1,Neutral Sentiment,Money Aspect,Such fast major.,neutral
Completely useless.,1.5,Negative Sentiment,Check Aspect,Benefit industry law.,negative
"It's okay, nothing special.",6.6,Neutral Sentiment,Approach Aspect,Market east street.,neutral
Product meets the description.,7.7,Neutral Sentiment,Film Aspect,Action.,neutral
Fantastic service and great quality.,8.9,Positive Sentiment,Change Aspect,Vote audience.,positive
Delivery was as expected.,6.1,Neutral Sentiment,You Aspect,Understand mission.,neutral
Delivery was as expected.,6.5,Neutral Sentiment,Possible Aspect,Start hand health.,neutral
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Very disappointed.,3.8,Negative Sentiment,Film Aspect,Then assume instead.,negative
Neither good nor bad.,6.4,Neutral Sentiment,Usually Aspect,Mean character.,neutral
Not worth the money.,0.5,Negative Sentiment,Focus Aspect,According full.,negative
Worst experience ever.,0.2,Negative Sentiment,Term Aspect,Perform address.,negative
Very satisfied with my purchase.,8.1,Positive Sentiment,According Aspect,Arrive radio everybody.,positive
Terrible quality and late delivery.,2.1,Negative Sentiment,Media Aspect,Cut or.,negative
Neither good nor bad.,6.2,Neutral Sentiment,Glass Aspect,Democratic company yes.,neutral
Delivery was as expected.,7,Neutral Sentiment,Tough Aspect,Tonight fall young prevent.,neutral
Absolutely love it!,8.5,Positive Sentiment,Top Aspect,Present read teach successful.,positive
